,protein,mean_orig,mean_ko,diff,p_value
1752,CCNB2,0.0020215258,-0.18131019,-0.18333171,0.044197972132811215
1753,SFXN3,0.18418914,0.00093957665,-0.18324956,0.03442916043920275
1754,GHITM,0.0014685686,-0.1817102,-0.18317877,0.029473710614460438
1755,SORBS2,0.06204895,-0.12110668,-0.18315563,0.045537053856576006
1756,NUP214,-0.06633998,-0.24948148,-0.1831415,0.033392885180301264
1757,EEFSEC,0.021362877,-0.1617574,-0.18312027,0.04168769344070551
1758,CBR4,-0.041870914,-0.22495146,-0.18308055,0.046199868855517405
1759,SPPL2A,0.1170171,-0.06604016,-0.18305725,0.06323144746746547
1760,COIL,-0.12183353,-0.30484888,-0.18301535,0.045619708267940186
1761,FBXO11,0.090181716,-0.09280402,-0.18298574,0.02845596051219498
1762,GGPS1,0.024182683,-0.15870433,-0.182887,0.03375183834533919
1763,RALYL,0.002677292,-0.18006356,-0.18274085,0.04237247712741088
1764,BAD,0.009822561,-0.17262688,-0.18244945,0.035362705168286275
1765,AQR,-0.008304329,-0.19055481,-0.18225048,0.033861472940217775
1766,NBEAL1,-0.0073585883,-0.18956806,-0.18220946,0.04287950983182577
1767,GTF3C5,-0.10661413,-0.28877866,-0.18216453,0.04323293338225687
1768,PLCB4,-0.095780976,-0.27794224,-0.18216127,0.04091736324310442
1769,MARCKS,0.106085144,-0.07601914,-0.18210429,0.02262885754120004
1770,MGST2,0.06829278,-0.11379608,-0.18208885,0.05570326733138086
1771,GTPBP1,-0.061890345,-0.2438932,-0.18200286,0.027538833060707125
1772,NDUFS4,0.050858673,-0.13086839,-0.18172707,0.04024999555188369
1773,RBFA,0.04720024,-0.13442633,-0.18162656,0.040896222423743224
1774,CAPN2,0.15168676,-0.029762875,-0.18144964,0.06351639340869862
1775,ZW10,0.09704447,-0.08430073,-0.1813452,0.03261816753313419
1776,PIK3C3,-0.09402572,-0.2753197,-0.18129396,0.04118124082804281
1777,SCAF8,0.03227835,-0.14855006,-0.18082842,0.03178392852663884
1778,VPS35,0.05109309,-0.12960637,-0.18069945,0.05977698390078311
1779,BASP1,0.10018881,-0.08041497,-0.18060377,0.04623788934829058
1780,ISG20L2,0.11981617,-0.060535457,-0.18035163,0.06397289221285718
1781,SF3B2,-0.12340967,-0.30369177,-0.1802821,0.044050187796532
1782,NXN,-0.028087419,-0.20819026,-0.18010284,0.04800752965368533
1783,TBCD,0.029044332,-0.15093917,-0.1799835,0.04851471371498745
1784,CRLF3,0.04959494,-0.1302827,-0.17987764,0.03568550664126761
1785,FAM177A1,0.13484421,-0.04501241,-0.17985663,0.043664462830139826
1786,UTP20,-0.046408754,-0.22584197,-0.17943321,0.05273032130834607
1787,FHL1,-0.01696815,-0.19638185,-0.1794137,0.054677191272574394
1788,TMEM165,0.08125816,-0.09810914,-0.1793673,0.041534295373646994
1789,PIP4K2B,-0.026036546,-0.2052243,-0.17918776,0.04092906379901506
1790,CHMP5,0.023458254,-0.15544617,-0.17890443,0.04215775420197179
1791,MGMT,-0.05034378,-0.229124,-0.17878021,0.04549888023427185
1792,PROSER2,0.07512688,-0.10347037,-0.17859724,0.053293574103222746
1793,SRR,0.004417966,-0.17401117,-0.17842914,0.04832709319876648
1794,RNASEH1,0.011279716,-0.1670899,-0.17836961,0.04735724565795011
1795,SELENOF,0.058833446,-0.119527794,-0.17836124,0.04128497785806732
1796,BARD1,-0.080173634,-0.25852662,-0.17835298,0.029222362179928598
1797,METTL2B,0.025431,-0.15290715,-0.17833814,0.04010648025025076
1798,ABCC3,0.18430443,0.0060392823,-0.17826515,0.07641546080480063
1799,C1orf35,-0.015990067,-0.1940969,-0.17810683,0.03298346576699451
1800,ATAT1,-0.027723057,-0.20580173,-0.17807867,0.04207916205250994
1801,TMED7,0.100064516,-0.077982776,-0.1780473,0.05314817586123347
1802,CLCN3,0.08180187,-0.09623291,-0.17803478,0.04154379581225294
1803,DDX17,-0.074065186,-0.2520288,-0.17796361,0.02637092710138609
1804,ZDHHC20,0.013827138,-0.1640982,-0.17792535,0.06765491459718484
1805,DNAJC19,0.0053322287,-0.17258687,-0.1779191,0.0569820624046223
1806,PRPS2,-0.028709004,-0.20646887,-0.17775986,0.038618734340851474
1807,AGPAT2,-0.07113845,-0.24889587,-0.17775741,0.04418331413866072
1808,MRGBP,-0.035820976,-0.21354982,-0.17772885,0.054858499877375795
1809,D2HGDH,0.08032022,-0.097370364,-0.17769058,0.05038047661398053
1810,CEBPB,0.037301376,-0.14035776,-0.17765914,0.04888318705054212
1811,SNRPA,0.05011469,-0.12750146,-0.17761615,0.043766235828158924
1812,TRIM4,0.008771566,-0.16883415,-0.17760572,0.045422100685582306
1813,LRBA,-0.0778154,-0.25532532,-0.17750992,0.07836524661165269
1814,EYA3,-0.07033028,-0.24781007,-0.17747979,0.01794138040106603
1815,ISCU,0.002437433,-0.17504036,-0.17747779,0.04314463252344277
1816,RAB2A,0.109870836,-0.067570895,-0.17744173,0.03205051469130749
1817,SRSF2,0.036488097,-0.14091231,-0.17740041,0.030994364023959598
1818,EIF4EBP1,-0.0026876235,-0.17975798,-0.17707036,0.04280165540763088
1819,NKAP,0.02471782,-0.15216568,-0.1768835,0.06014789198595258
1820,EPM2AIP1,-0.04615012,-0.22301123,-0.1768611,0.037833870777991746
1821,MCUR1,-0.027347576,-0.20399144,-0.17664386,0.049581744613661535
1822,LYRM4,-0.049564973,-0.22598632,-0.17642134,0.02887937349019288
1823,PRKDC,-0.0709762,-0.24700114,-0.17602494,0.03761119683838024
1824,WDR74,0.0064156842,-0.16954195,-0.17595764,0.061260886780354046
1825,HBS1L,0.07147406,-0.10431475,-0.17578882,0.05200869745454869
1826,CNOT10,-0.050519135,-0.22596757,-0.17544843,0.045398477902085406
1827,WDR27,0.084235564,-0.09113272,-0.17536828,0.057525911878017415
1828,PCBD2,0.14366543,-0.03164645,-0.17531188,0.05865008417036688
1829,PARD3,0.082948044,-0.092322856,-0.1752709,0.030906279866610806
1830,CENPC,0.038947918,-0.1360587,-0.17500663,0.053190996336401355
1831,NR2C2,0.010098152,-0.16486095,-0.1749591,0.04643285684140366
1832,DLG1,0.05072662,-0.123993434,-0.17472005,0.04036748422676406
1833,FLAD1,-0.045059104,-0.21951725,-0.17445815,0.05149330701174401
1834,CD55,0.10155193,-0.0727805,-0.17433242,0.06065553631970114
1835,TREX1,0.09818384,-0.07610778,-0.17429161,0.047673060445198284
1836,ALDH3B1,0.1514861,-0.022764396,-0.1742505,0.0671887451317478
1837,THRAP3,-0.048294313,-0.22227244,-0.17397812,0.058904556636342795
1838,SPINDOC,-0.047226984,-0.22115386,-0.17392687,0.05540338532621764
1839,BPHL,0.098631375,-0.075134486,-0.17376587,0.06333375835025236
1840,G6PD,0.080033995,-0.09365661,-0.1736906,0.07773204010935773
1841,CYB5A,-0.08239544,-0.25597763,-0.1735822,0.07288678781319695
1842,KRT14,0.034462996,-0.13902801,-0.173491,0.053716966439149416
1843,NQO2,0.056702226,-0.11659584,-0.17329806,0.046232382384429234
1844,DNM2,-0.035334345,-0.20835868,-0.17302433,0.08104505946505734
1845,VIRMA,0.030750941,-0.14217311,-0.17292406,0.06331744734993884
1846,IRAK2,0.067592844,-0.10527275,-0.1728656,0.04989388228281334
1847,WDFY1,0.09506973,-0.07768286,-0.17275259,0.05198363428230683
1848,MRPL19,0.0602807,-0.112190224,-0.17247093,0.04729743481741525
1849,ARR3,0.087719925,-0.08459851,-0.17231843,0.08407067202825624
1850,LPCAT2,0.08172997,-0.0903977,-0.17212766,0.054573023073262984
1851,NDUFAF5,-0.021144276,-0.1931848,-0.17204052,0.04960794218831391
1852,SERPINE1,0.042219926,-0.12951964,-0.17173956,0.06596774930991446
1853,TSG101,0.03150015,-0.14017881,-0.17167896,0.06335270767271417
1854,SH3GLB1,0.0642916,-0.10725569,-0.1715473,0.07779278671444849
1855,SRXN1,0.11858076,-0.05236301,-0.17094377,0.07290206839913906
1856,GTF3C1,-0.13224427,-0.30313048,-0.1708862,0.04998841165643335
1857,SYK,-0.07509107,-0.2459356,-0.17084453,0.0415768576873323
1858,CPSF4,-0.023161478,-0.19375724,-0.17059577,0.05050177337224674
1859,RAB5B,0.07516895,-0.095237836,-0.17040679,0.05932646025971104
1860,TMEM263,0.017337235,-0.15305659,-0.17039382,0.07058868414880064
1861,MBD4,-0.08882596,-0.25916088,-0.1703349,0.023902740991192474
1862,RPS10,0.030380167,-0.13978279,-0.17016295,0.08203141386538007
1863,OPA1,0.0060500046,-0.16385522,-0.16990523,0.05071809852322156
1864,AKAP1,0.012405046,-0.15738747,-0.16979252,0.07248394861873271
1865,WDR37,-0.010244247,-0.17971827,-0.16947402,0.05917650758618786
1866,BET1L,0.16401444,-0.005402404,-0.16941684,0.06902202835635392
1867,FKBP11,-0.1165413,-0.28593743,-0.16939613,0.04659098465918285
1868,GRB10,0.024005176,-0.14537907,-0.16938424,0.0724169788233111
1869,ZNF692,-0.021356063,-0.19062059,-0.16926453,0.06207347288340166
1870,GPATCH8,0.08301093,-0.08624306,-0.16925399,0.04556248214791466
1871,CRYZL1,0.101742305,-0.067427635,-0.16916993,0.06510608258622547
1872,IQCB1,-0.0026240589,-0.171707,-0.16908294,0.04984307268957262
1873,ITM2B,-0.023177141,-0.19220859,-0.16903144,0.061035006259385814
1874,RBMX2,-0.043872233,-0.21274127,-0.16886903,0.053200509649724906
1875,STMN3,-0.0663441,-0.23515701,-0.16881292,0.05592341167069053
1876,LMTK2,0.019409332,-0.14937662,-0.16878594,0.05739439336955226
1877,MED13,0.1360063,-0.03264122,-0.16864751,0.04980017875902217
1878,GIPC2,0.045950163,-0.122522056,-0.16847222,0.060642963534910756
1879,SPATA16,-0.081418335,-0.24961902,-0.16820069,0.036727431869139814
1880,PDS5A,-0.03105929,-0.19903521,-0.16797592,0.07064749350086669
1881,ECHDC1,-0.042133026,-0.21008231,-0.16794929,0.05172304695821194
1882,POP4,-0.023150964,-0.19103086,-0.1678799,0.06799710063094151
1883,SUN1,0.023508834,-0.14424457,-0.1677534,0.032906592552863496
1884,ACAT2,0.00064633,-0.16701798,-0.1676643,0.06713444006096081
1885,RPF2,0.09314972,-0.07423287,-0.1673826,0.06510093295723386
1886,RPS18,0.05267114,-0.114164054,-0.16683519,0.10478418797378111
1887,TCEAL4,0.08390813,-0.08280171,-0.16670984,0.06294497225516582
1888,DYNC2H1,0.05436049,-0.112330325,-0.16669081,0.03784322068683077
1889,HECTD3,0.091670565,-0.07500225,-0.16667283,0.06750276368270895
1890,ATP1B1,0.011099163,-0.15542305,-0.1665222,0.0840500128237566
1891,LGMN,0.052763034,-0.11346069,-0.16622372,0.06347211154329331
1892,REEP4,-0.04570213,-0.2118932,-0.16619107,0.04136538051111084
1893,DNTT,-0.04146626,-0.20764002,-0.16617376,0.05148491451294429
1894,GTF2E1,-0.014241318,-0.18026239,-0.16602106,0.04259597995893865
1895,MSH2,-0.016457226,-0.18246605,-0.16600882,0.054382798305505194
1896,PAM,0.045547076,-0.1204158,-0.16596287,0.05928103874068946
1897,FAM241A,0.0050243284,-0.16083701,-0.16586134,0.06590310076718321
1898,DRG2,0.036371335,-0.12927501,-0.16564634,0.07663097179586006
1899,PCLO,0.034256093,-0.13122189,-0.16547799,0.06493544413074333
1900,NDUFB2,0.0009853332,-0.1644855,-0.16547084,0.04285213649261539
1901,NAAA,0.041984852,-0.12343654,-0.1654214,0.04538071576608037
1902,PRKAB1,-0.1299969,-0.29540426,-0.16540736,0.06173050026527358
1903,AKT2,0.054245308,-0.111160174,-0.16540548,0.05760732674135847
1904,CLMP,0.09426753,-0.07107232,-0.16533986,0.06564804548751264
1905,EHD2,0.06583466,-0.09944393,-0.16527858,0.07304964809182843
1906,NCKAP1,0.07327236,-0.091970675,-0.16524303,0.06191586242852414
1907,NUCKS1,-0.005463228,-0.17058477,-0.16512154,0.061180440766638505
1908,GTF2H1,-0.053751875,-0.21884337,-0.1650915,0.045234383186183856
1909,MVB12B,-0.08493819,-0.24995342,-0.16501522,0.042954175230647026
1910,PTPRA,0.020323167,-0.14438896,-0.16471213,0.08261192251628098
1911,CDKN2A,0.0099021,-0.15478717,-0.16468927,0.04444200441663638
1912,PCBP3,-0.109646395,-0.27427396,-0.16462757,0.07521618943131916
1913,GCN1,-0.07148207,-0.23609088,-0.1646088,0.08409388625921571
1914,POSTN,-0.011333062,-0.17575781,-0.16442475,0.05143642430142638
1915,RPP38,0.006977637,-0.15713434,-0.16411197,0.04915364370571937
1916,MRPL38,0.06470889,-0.09914285,-0.16385174,0.0645872789179688
1917,PPID,0.019602086,-0.144209,-0.16381109,0.05169531813157883
1918,ZNF566,0.061047185,-0.10273941,-0.16378659,0.07566621894837774
1919,VWA8,-0.0032710028,-0.16702837,-0.16375737,0.046599297185889794
1920,PCBP2,-0.12300197,-0.28672457,-0.1637226,0.09700126889647114
1921,MRPL43,0.050144922,-0.11348425,-0.16362917,0.059269350445216695
1922,RFLNB,0.15934724,-0.003866103,-0.16321334,0.08595838968757702
1923,NAA40,-0.036653146,-0.19975448,-0.16310133,0.0814419429446883
1924,MFN2,0.036021013,-0.12693788,-0.16295889,0.053507900573142794
1925,RDH10,0.06728309,-0.09567451,-0.1629576,0.07143254240495513
1926,RPS6KA3,-0.013521947,-0.17643832,-0.16291636,0.07388064150408893
1927,SCAF4,-0.037128948,-0.19991425,-0.16278529,0.06326251665696862
1928,G3BP2,-0.07467155,-0.23745348,-0.16278192,0.07392462199175089
1929,SASH3,-0.1389466,-0.3016655,-0.16271892,0.038875754649025804
1930,FAM98B,-0.05993841,-0.2224444,-0.16250598,0.05880890299743865
1931,TELO2,-0.015542473,-0.17796892,-0.16242644,0.04754143594198931
1932,PCM1,-0.02810116,-0.19051024,-0.16240908,0.09024426649152131
1933,PDRG1,-0.022215169,-0.18427727,-0.1620621,0.06165138553012609
1934,MATN2,-0.005074749,-0.16706842,-0.16199367,0.08890860403570405
1935,DAZAP1,-0.13600053,-0.297769,-0.16176848,0.07067829995838376
1936,RMDN3,0.09932277,-0.062276877,-0.16159965,0.0536212137455113
1937,PQBP1,-0.01609392,-0.17767945,-0.16158552,0.09440175589468865
1938,CD276,0.08153099,-0.08005155,-0.16158253,0.06822083751379472
1939,AFF4,0.05186558,-0.10959549,-0.16146107,0.04905241645451589
1940,CEP97,-0.114486575,-0.27586263,-0.16137606,0.07905885734854504
1941,MFN1,0.012184087,-0.1491334,-0.16131748,0.05225133482713082
1942,STX2,-0.05202758,-0.21334438,-0.1613168,0.06956561598232175
1943,NAA30,-0.034218047,-0.19552003,-0.16130199,0.07202493338583911
1944,GDAP1,-0.045099866,-0.20629081,-0.16119094,0.04941074560217531
1945,NLRP1,0.039005335,-0.12203126,-0.1610366,0.08250252830931892
1946,L1TD1,0.11854259,-0.042403363,-0.16094595,0.06844928610127853
1947,BMS1,0.03569236,-0.12523915,-0.16093151,0.0788840326565734
1948,FUS,-0.05389675,-0.21479186,-0.16089511,0.07431219943509251
1949,PXK,0.034491714,-0.12629688,-0.1607886,0.05889272991674294
1950,ENG,0.13150388,-0.029102184,-0.16060606,0.08203414486777254
1951,DNAH9,0.1212603,-0.0393188,-0.1605791,0.09193038145047643
1952,LSG1,-0.059394244,-0.21996883,-0.16057459,0.08057426220238205
1953,MRPL54,0.0073738922,-0.1531844,-0.1605583,0.070876198824495
1954,ATP6V0A2,2.2870536e-05,-0.16046919,-0.16049206,0.08217974284950319
1955,CTSH,0.10406575,-0.056167282,-0.16023304,0.07033480389404081
1956,KRT85,0.09413521,-0.06573199,-0.1598672,0.09091144861918743
1957,FOXK2,0.031357575,-0.12841134,-0.15976891,0.08502199786846959
1958,DEF6,-0.08536361,-0.24511339,-0.15974978,0.07230468797299679
1959,ADAMTS2,0.036770012,-0.12279904,-0.15956905,0.06298697816540803
1960,AHCYL1,0.0500062,-0.10955897,-0.15956517,0.06461239400435102
1961,TKFC,-0.01904606,-0.17859252,-0.15954646,0.06651514028381922
1962,SLC6A16,-0.056578327,-0.21611083,-0.1595325,0.08849799672421232
1963,RAPGEF2,0.14508466,-0.014423435,-0.1595081,0.054420841517973405
1964,PRDM10,-0.08965306,-0.24882701,-0.15917395,0.05223979828906047
1965,PRTFDC1,0.038939554,-0.12009132,-0.15903087,0.06669516112005988
1966,APOB,0.03225276,-0.1267724,-0.15902516,0.0860956723201208
1967,P2RX4,0.15698206,-0.0016661999,-0.15864827,0.12589904710572017
1968,USP13,-0.059076846,-0.2177116,-0.15863475,0.08003608230343551
1969,LUM,0.1202074,-0.03835056,-0.15855795,0.10122012962568787
1970,RAB8B,-0.02473859,-0.18326965,-0.15853105,0.0978897544943863
1971,CELF1,-0.05245186,-0.21080889,-0.15835702,0.10600795656690111
1972,LSM1,-0.016985428,-0.17530172,-0.15831628,0.10593279138713875
1973,PPP3R1,0.00018589124,-0.15812011,-0.158306,0.06331024638023253
1974,NUP155,-0.047028776,-0.20508094,-0.15805216,0.07813505974875504
1975,FMNL3,0.1138317,-0.04389812,-0.15772982,0.10178987328850816
1976,RALBP1,0.045869257,-0.11178104,-0.15765029,0.08352498161745998
1977,FAM120B,0.011663218,-0.1459232,-0.15758641,0.07202502238844828
1978,TCP11L1,-0.01274586,-0.17027752,-0.15753166,0.05617926693623905
1979,CCNA2,-0.0019185856,-0.15942495,-0.15750636,0.06398610056914734
1980,ENTPD8,-0.035651688,-0.19310576,-0.15745407,0.08618012829259668
1981,AIP,-0.07540709,-0.23276077,-0.15735368,0.06454028062550178
1982,LZTFL1,-0.023398858,-0.18073806,-0.1573392,0.08176587930646209
1983,EXOSC6,-0.047896273,-0.20504576,-0.1571495,0.11054746676592035
1984,RPS9,0.04879134,-0.10832663,-0.15711796,0.1093360138324387
1985,UXT,0.017642774,-0.13920006,-0.15684283,0.09201010821439376
1986,TNIP1,0.044671036,-0.11208856,-0.15675959,0.08902998518217543
1987,MICU2,0.040177193,-0.11645047,-0.15662767,0.08085316579916574
1988,HSDL2,0.07327267,-0.08319379,-0.15646645,0.06930720227744991
1989,TCP1,-0.06132152,-0.21765232,-0.1563308,0.10233853324396014
1990,C11orf68,0.07384232,-0.08239955,-0.15624186,0.11226947360217812
1991,APOO,-0.074672274,-0.23084725,-0.15617499,0.06444008218137863
1992,RELL1,0.10498942,-0.051075574,-0.15606499,0.11049156433195073
1993,DESI1,0.0016359896,-0.15438971,-0.1560257,0.07338725054162698
1994,CCDC171,0.04149879,-0.11446503,-0.15596382,0.08537946280276666
1995,TNFAIP8L3,0.08838598,-0.067524284,-0.15591025,0.08624695814211832
1996,SLC25A40,-0.059493378,-0.21518102,-0.15568765,0.07326803886187692
1997,ZNF385A,-0.084389694,-0.2399501,-0.1555604,0.05333543214376001
1998,ZMAT2,-0.009515424,-0.16504854,-0.15553312,0.0828271730701493
1999,PLAG1,0.0036038603,-0.15180062,-0.15540448,0.0744511715095208
2000,MRPL9,0.06170117,-0.09365574,-0.15535691,0.06321651289455527
2001,KIF7,-0.004833279,-0.16016278,-0.1553295,0.08673312808195101
2002,MBP,0.066690214,-0.088619985,-0.1553102,0.0874908927542263
2003,ZHX2,-0.09204942,-0.24731718,-0.15526776,0.06189737167277849
2004,TCEA1,-0.047585536,-0.20269087,-0.15510534,0.0867817971750406
2005,ATP6V0D2,0.051406924,-0.10369615,-0.15510307,0.0878607987007541
2006,GSTA3,0.0092238225,-0.14587763,-0.15510145,0.0810527515182069
2007,MRPL48,0.041494913,-0.113490686,-0.1549856,0.08824308409317025
2008,CCNT1,-0.06697529,-0.22193469,-0.15495941,0.07787710939902251
2009,POR,0.09847445,-0.05640601,-0.15488046,0.08860440866657193
2010,GSKIP,0.013473894,-0.14132316,-0.15479706,0.09012692896484693
2011,LMF2,0.178336,0.023551216,-0.15478478,0.09434613751114722
2012,P3H2,-0.0003343654,-0.15487301,-0.15453865,0.09216194704208032
2013,RCOR3,-0.08641215,-0.24088728,-0.15447514,0.08734886053271589
2014,NR3C1,0.11589468,-0.03847206,-0.15436675,0.08487607245517195
2015,METTL26,-0.075919524,-0.23011567,-0.15419614,0.08830759519942254
2016,RBM19,0.012716304,-0.1414423,-0.1541586,0.07213980745629403
2017,TIMELESS,-0.034103952,-0.18802044,-0.15391648,0.06139550351522466
2018,INPP4A,0.09673108,-0.05716731,-0.15389839,0.06779222946766439
2019,CDC73,-0.047935385,-0.2017526,-0.15381722,0.08508324635530455
2020,RFC4,-0.15326561,-0.30694526,-0.15367965,0.1073406058888956
2021,CENPK,-0.102976814,-0.25655535,-0.15357853,0.07732478388230846
2022,SGPP1,0.010597495,-0.14291896,-0.15351646,0.08333608126893836
2023,GYS1,0.086443804,-0.06652921,-0.15297301,0.08360575517364141
2024,NOLC1,-0.102522165,-0.2553348,-0.15281263,0.1074830132517111
2025,MRPL23,0.09340195,-0.059404623,-0.15280658,0.06883589796934819
2026,UBXN4,0.06780042,-0.08481535,-0.15261577,0.07827981386503918
2027,SLTM,-0.010640715,-0.16318974,-0.15254903,0.09277253462302189
2028,UTP18,-0.047090914,-0.1995157,-0.15242478,0.09302595952773066
2029,RBM17,-0.091324076,-0.24373628,-0.1524122,0.10221882808770867
2030,RRP9,-0.04682215,-0.19911398,-0.15229183,0.10031262371705692
2031,PAWR,0.14958005,-0.0026479946,-0.15222804,0.09959503060247579
2032,PIGX,-0.041435607,-0.19365862,-0.15222302,0.0746206056320902
2033,HSP90AA4P,-0.0017520483,-0.1537431,-0.15199105,0.06585456575783878
2034,MYO18A,0.068479314,-0.08350359,-0.1519829,0.10075914406224779
2035,SELENOS,0.041945815,-0.1098482,-0.15179402,0.08547821558720856
2036,CDYL,0.053486254,-0.09827636,-0.15176262,0.06685854837910957
2037,MYO15A,-0.015203897,-0.1669083,-0.1517044,0.08456816918940137
2038,UBE2M,-0.086257994,-0.237956,-0.15169801,0.11870563891977895
2039,AFDN,0.17921403,0.027544748,-0.15166928,0.11189980337551761
2040,FAHD1,0.15892574,0.007289911,-0.15163583,0.10529578333705338
2041,CENPQ,-0.064510375,-0.21610454,-0.15159416,0.07986192009813443
2042,MPC1,0.009485484,-0.14205824,-0.15154372,0.06938663194740442
2043,MTFR2,-0.09157102,-0.24311236,-0.15154134,0.07826483563321651
2044,KDM2A,-0.059664134,-0.21104608,-0.15138195,0.1152472108501152
2045,MCEE,0.14041361,-0.010892359,-0.15130597,0.09909939984048494
2046,LUC7L,-0.045307517,-0.19648483,-0.15117732,0.10948543867567491
2047,YTHDC1,-0.10957636,-0.26048172,-0.15090536,0.09863352566034245
2048,RDH14,0.05824447,-0.09260981,-0.15085427,0.10973265895004017
2049,THOC2,-0.038888484,-0.18965773,-0.15076925,0.0852483624183169
2050,ITGA1,0.13098735,-0.019765053,-0.1507524,0.10098051891935927
2051,UBE2T,-0.05571969,-0.20640743,-0.15068774,0.08573951499513374
2052,MXRA7,0.01891714,-0.13163643,-0.15055357,0.09412340945282675
2053,PPIL4,0.123432875,-0.02700745,-0.15044032,0.06872477845315624
2054,PARP1,-0.17497855,-0.32526973,-0.15029117,0.07671821908903449
2055,PDCD11,-0.021900088,-0.17216367,-0.15026358,0.0924553313958549
2056,KRR1,0.051112562,-0.098719604,-0.14983216,0.11312905800742379
2057,SCIN,-0.033934426,-0.18373974,-0.1498053,0.07007905123518132
2058,PLEKHM1,-0.0049928976,-0.15460688,-0.14961398,0.0907790880181741
2059,C1orf198,0.07347595,-0.07597788,-0.14945382,0.09238690322947794
2060,GOPC,0.0712218,-0.078217976,-0.14943978,0.12508194495301764
2061,HNRNPA3,-0.0118838,-0.16130508,-0.14942129,0.10260597250780193
2062,NEMF,0.024636917,-0.12464053,-0.14927745,0.12122115307959701
2063,ABLIM1,0.16497202,0.015780741,-0.14919128,0.10154209594033776
2064,COMTD1,-0.032307222,-0.18148991,-0.14918269,0.08234209142732891
2065,NBDY,-0.04749536,-0.19667286,-0.14917749,0.09028612175964547
2066,EPB41L1,0.03202859,-0.117141865,-0.14917046,0.11493374564062181
2067,COG6,0.027410744,-0.121690854,-0.1491016,0.10884022759957379
2068,DNAJB6,0.034388427,-0.114678316,-0.14906675,0.09968027934301739
2069,FSCN1,0.09256804,-0.056404117,-0.14897215,0.08446063514522673
2070,ACOT8,0.07828763,-0.070552565,-0.14884019,0.08378727328478441
2071,NCAPG2,0.023836358,-0.12477503,-0.14861138,0.09801565845461498
2072,ANKRD17,0.034354627,-0.114173345,-0.14852798,0.10063035794265383
2073,CXXC1,-0.16495296,-0.3132131,-0.14826015,0.10746863506191362
2074,S100A6,0.12030591,-0.02778521,-0.14809112,0.10052358260083
2075,CAPN7,0.04176352,-0.10627152,-0.14803505,0.0878932040410064
2076,UPF1,-0.08807069,-0.23601909,-0.1479484,0.11696948231640504
2077,CPS1,0.07314632,-0.074676454,-0.14782277,0.11650610567720947
2078,TSPYL1,0.107240856,-0.040571675,-0.14781253,0.0805151447082372
